order_id,customer_id,product_id,order_date,quantity,status
O503474,C100342,P2013,11/03/2023,5,returned
O503475,C100073,P2133,11/05/2023,2,completed
O503476,C100520,P2219,06/10/2023,3,completed
O503477,C100230,P2221,04/24/2023,3,completed
O503478,C101270,P2137,05/06/2023,2,completed
O503479,C100671,P2176,03/25/2023,2,completed
O503480,C100295,P2179,01/01/2023,5,returned
O503481,C101404,P2013,04/04/2023,2,completed
O503482,C101384,P2098,06/13/2023,1,cancelled
O503483,C100073,P2133,10/25/2023,5,completed
O503484,C100190,P2166,09/29/2023,1,completed
O503485,C100320,P2172,06/06/2023,1,cancelled
O503486,C100099,P2064,03/22/2023,1,completed
O503487,C100443,P2242,05/02/2023,4,completed
O503488,C100326,P2248,10/22/2023,5,returned
O503489,C101012,P2119,05/28/2023,2,completed
O503490,C100479,P2178,04/09/2023,2,completed
O503491,C100246,P2130,07/16/2023,2,completed
O503492,C100968,P2290,06/08/2023,3,completed
O503493,C101258,P2216,04/04/2023,3,cancelled
O503494,C100911,P2233,03/05/2023,1,completed
O503495,C100036,P2051,09/14/2023,5,completed
O503496,C101450,P2192,02/21/2023,2,cancelled
O503497,C100823,P2077,08/13/2023,5,completed
O503498,C101433,P2165,08/19/2023,4,completed
O503499,C100903,P2214,02/17/2023,2,cancelled
O503500,C100343,P2093,03/30/2023,4,returned
O503501,C100579,P2001,06/15/2023,2,completed
O503502,C101432,P2144,02/23/2023,2,completed
O503503,C101122,P2008,09/30/2023,4,completed
O503504,C101258,P2200,01/10/2023,2,cancelled
O503505,C100231,P2240,12/09/2023,3,returned
O503506,C100856,P2097,04/11/2023,1,completed
O503507,C101109,P2090,03/12/2023,2,returned
O503508,C100249,P2128,09/13/2023,5,completed
O503509,C100543,P2171,02/28/2023,3,completed
O503510,C100502,P2140,02/06/2023,3,returned
O503511,C101026,P2044,12/21/2023,2,completed
O503512,C101145,P2218,05/11/2023,4,returned
O503513,C100435,P2123,12/28/2023,2,returned
O503514,C100753,P2137,06/12/2023,3,completed
O503515,C100858,P2298,04/20/2023,1,completed
O503516,C100313,P2041,12/17/2023,1,completed
O503517,C101144,P2012,10/09/2023,4,cancelled
O503518,C100576,P2086,03/27/2023,4,returned
O503519,C101407,P2030,08/12/2023,5,completed
O503520,C101329,P2222,03/12/2023,3,completed
O503521,C100242,P2250,01/23/2023,5,completed
O503522,C100592,P2287,01/24/2023,3,completed
O503523,C100093,P2148,09/10/2023,5,completed
O503524,C100937,P2025,10/17/2023,4,completed
O503525,C101012,P2136,09/02/2023,3,completed
O503526,C100748,P2011,07/31/2023,1,completed
O503527,C100062,P2255,03/18/2023,5,completed
O503528,C100285,P2107,02/14/2023,5,completed
O503529,C101065,P2198,06/21/2023,5,completed
O503530,C100915,P2174,06/25/2023,1,completed
O503531,C100102,P2044,11/10/2023,5,completed
O503532,C100902,P2255,09/23/2023,3,completed
O503533,C100024,P2065,03/18/2023,4,completed
O503534,C101096,P2055,09/08/2023,2,completed
O503535,C100963,P2264,02/28/2023,3,completed
O503536,C101190,P2082,11/27/2023,2,completed
O503537,C101250,P2157,08/23/2023,4,returned
O503538,C101465,P2014,07/11/2023,2,completed
O503539,C100705,P2064,05/24/2023,1,cancelled
O503540,C101018,P2021,11/10/2023,4,completed
O503541,C101279,P2099,02/07/2023,4,completed
O503542,C100552,P2084,02/09/2023,5,completed
O503543,C100002,P2108,02/01/2023,5,completed
O503544,C100649,P2001,05/15/2023,2,completed
O503545,C100061,P2075,11/08/2023,2,completed
O503546,C100797,P2260,09/22/2023,4,returned
O503547,C101332,P2210,09/26/2023,4,completed
O503548,C101462,P2296,11/03/2023,1,completed
O503549,C100454,P2119,05/25/2023,3,completed
O503550,C100390,P2061,05/13/2023,3,returned
O503551,C100144,P2018,12/01/2023,1,completed
O503552,C100727,P2060,12/15/2023,3,completed
O503553,C101487,P2277,04/23/2023,4,completed
O503554,C100865,P2186,01/02/2023,5,completed
O503555,C100740,P2182,12/07/2023,2,completed
O503556,C101270,P2120,05/10/2023,2,completed
O503557,C100466,P2019,10/21/2023,4,completed
O503558,C100087,P2190,07/25/2023,2,completed
O503559,C101460,P2159,03/14/2023,4,completed
O503560,C101009,P9999,08/20/2023,2,completed
O503561,C100792,P2155,06/19/2023,5,completed
O503562,C100712,P2085,09/19/2023,5,completed
O503563,C100576,P2149,10/17/2023,1,completed
O503564,C100080,P2127,05/27/2023,3,completed
O503565,C101029,P2299,09/25/2023,4,completed
O503566,C101102,P2248,04/17/2023,4,returned
O503567,C101009,P2099,11/05/2023,3,completed
O503568,C101296,P2229,10/02/2023,5,completed
O503569,C100302,P2078,03/02/2023,4,completed
O503570,C100283,P2257,04/11/2023,1,completed
O503571,C100700,P2286,06/08/2023,3,completed
O503572,C101070,P2206,01/14/2023,5,returned
O503573,C101121,P2158,03/20/2023,1,completed
O503574,C100742,P2277,01/19/2023,2,completed
O503575,C100559,P2107,08/28/2023,5,completed
O503576,C100014,P2074,10/04/2023,1,returned
O503577,C101480,P2004,06/28/2023,3,completed
O503578,C100882,P2006,06/02/2023,4,returned
O503579,C101042,P2087,10/13/2023,5,completed
O503580,C101199,P2268,06/14/2023,5,completed
O503581,C100777,P2197,03/04/2023,2,completed
O503582,C100080,P2188,09/02/2023,3,completed
O503583,C101265,P2007,11/05/2023,2,completed
O503584,C100969,P2059,08/26/2023,4,completed
O503585,C100047,P2161,04/24/2023,1,completed
O503586,C100024,P2128,01/01/2023,5,completed
O503587,C101061,P2146,06/02/2023,2,completed
O503588,C100445,P2278,12/03/2023,1,completed
O503589,C100221,P2077,01/24/2023,3,completed
O503590,C100804,P2239,02/24/2023,3,completed
O503591,C100786,P2054,09/16/2023,2,completed
O503592,C101419,P2163,08/23/2023,3,completed
O503593,C100292,P2194,10/26/2023,4,completed
O503594,C100325,P2227,04/05/2023,4,completed
O503595,C100745,P2156,08/31/2023,2,returned
O503596,C100001,P2151,02/24/2023,1,completed
O503597,C100957,P2025,02/22/2023,5,completed
O503598,C100736,P2192,04/19/2023,4,completed
O503599,C100446,P2082,09/15/2023,4,completed
O503600,C100400,P2036,11/10/2023,4,completed
O503601,C101494,P2078,06/04/2023,3,completed
O503602,C100111,P2010,05/14/2023,4,completed
O503603,C100589,P2233,08/17/2023,3,completed
O503604,C100468,P2094,02/09/2023,1,completed
O503605,C101136,P2205,07/25/2023,3,completed
O503606,C100773,P2082,10/13/2023,1,completed
O503607,C100933,P2189,04/09/2023,2,completed
O503608,C100952,P2213,02/02/2023,1,completed
O503609,C100231,P2295,06/28/2023,1,completed
O503610,C100213,P2056,02/12/2023,1,completed
O503611,C101155,P2150,01/25/2023,1,completed
O503612,C100969,P2255,12/28/2023,2,cancelled
O503613,C100332,P2081,09/27/2023,3,completed
O503614,C100938,P2057,04/10/2023,3,completed
O503615,C100145,P2204,10/21/2023,5,completed
O503616,C100201,P2192,10/18/2023,1,completed
O503617,C100655,P2257,07/20/2023,5,completed
O503618,C100580,P2221,03/25/2023,4,completed
O503619,C101353,P2029,06/10/2023,5,completed
O503620,C101468,P2236,04/03/2023,5,completed
O503621,C100606,P2266,07/16/2023,2,cancelled
O503622,C100467,P2286,01/25/2023,2,completed
O503623,C101307,P2120,06/01/2023,4,completed
O503624,C100995,P2075,02/20/2023,1,completed
O503625,C100004,P2207,09/22/2023,5,completed
O503626,C100258,P2253,07/20/2023,4,completed
O503627,C100200,P2201,12/14/2023,5,completed
O503628,C101328,P2120,07/03/2023,3,completed
O503629,C101357,P2167,07/21/2023,5,cancelled
O503630,C101098,P2065,05/18/2023,4,completed
O503631,C101067,P2171,02/16/2023,1,completed
O503632,C101040,P2018,09/22/2023,2,completed
O503633,C100026,P2184,03/20/2023,4,completed
O503634,C100765,P2041,04/18/2023,4,cancelled
O503635,C100949,P2077,03/25/2023,1,completed
O503636,C100586,P2292,04/19/2023,2,cancelled
O503637,C100149,P2121,05/04/2023,5,completed
O503638,C101375,P2023,02/08/2023,2,completed
O503639,C101219,P2228,05/19/2023,2,completed
O503640,C101379,P2188,03/11/2023,2,completed
O503641,C101029,P2220,07/09/2023,4,completed
O503642,C100441,P2088,12/22/2023,3,completed
O503643,C101225,P2067,05/03/2023,3,completed
O503644,C100148,P2168,04/08/2023,5,returned
O503645,C100414,P2117,04/05/2023,2,completed
O503646,C101202,P2003,11/22/2023,4,completed
O503647,C101297,P2162,10/12/2023,4,cancelled
O503648,C100082,P2108,11/11/2023,3,completed
O503649,C100898,P2172,05/17/2023,4,completed
O503650,C100004,P2177,03/29/2023,2,completed
O503651,C100120,P2285,04/29/2023,2,completed
O503652,C100000,P2147,06/28/2023,4,completed
O503653,C100400,P2038,02/23/2023,5,completed
O503654,C101465,P2227,02/22/2023,3,completed
O503655,C101077,P9999,10/29/2023,2,completed
O503656,C100232,P2151,04/03/2023,3,completed
O503657,C100500,P2271,02/18/2023,1,completed
O503658,C101378,P2144,12/06/2023,2,cancelled
O503659,C100262,P2294,02/23/2023,5,completed
O503660,C100807,P2066,05/19/2023,2,completed
O503661,C100082,P2269,04/13/2023,4,completed
O503662,C100087,P2256,05/02/2023,2,returned
O503663,C101478,P2167,06/12/2023,2,completed
O503664,C101236,P2207,12/03/2023,5,completed
O503665,C100315,P2010,06/01/2023,1,completed
O503666,C101425,P2108,09/10/2023,2,completed
O503667,C101213,P2178,01/09/2023,2,completed
O503668,C101205,P2262,01/05/2023,1,completed
O503669,C100482,P2116,12/30/2023,5,completed
O503670,C100582,P2163,05/23/2023,1,completed
O503671,C100114,P2020,12/17/2023,2,completed
O503672,C100613,P2143,08/25/2023,5,completed
O503673,C101266,P2109,03/22/2023,4,completed
O503674,C101373,P2096,12/22/2023,5,completed
O503675,C100730,P2120,09/13/2023,5,completed
O503676,C101266,P2281,11/09/2023,5,completed
O503677,C100263,P2193,05/15/2023,2,completed
O503678,C100076,P2177,09/07/2023,1,completed
O503679,C100077,P2178,06/29/2023,1,completed
O503680,C100003,P2262,01/03/2023,2,cancelled
O503681,C101069,P2282,12/25/2023,2,cancelled
O503682,C100264,P2138,11/25/2023,4,returned
O503683,C100887,P2211,05/31/2023,3,returned
O503684,C101038,P2108,06/25/2023,5,completed
O503685,C101055,P2033,07/12/2023,3,completed
O503686,C101170,P2024,07/18/2023,1,completed
O503687,C100544,P2000,01/01/2023,3,completed
O503688,C101440,P2080,11/06/2023,2,completed
O503689,C101287,P2017,08/28/2023,1,completed
O503690,C101301,P2289,12/21/2023,2,completed
O503691,C100485,P2259,05/14/2023,4,cancelled
O503692,C100614,P2006,05/11/2023,3,completed
O503693,C101379,P2184,07/01/2023,2,completed
O503694,C100255,P2235,04/08/2023,4,completed
O503695,C100280,P2202,03/29/2023,1,completed
O503696,C100554,P2048,03/19/2023,3,completed
O503697,C101027,P2228,01/11/2023,2,completed
O503698,C100296,P2117,06/18/2023,4,completed
O503699,C100768,P2110,07/23/2023,2,completed
O503700,C100059,P2271,04/25/2023,3,completed
O503701,C101290,P2244,11/24/2023,2,completed
O503702,C100871,P2140,01/01/2023,4,completed
O503703,C101236,P2185,09/14/2023,1,completed
O503704,C101097,P2194,03/21/2023,1,completed
O503705,C101337,P2295,04/14/2023,1,completed
O503706,C100189,P2090,01/13/2023,3,completed
O503707,C100875,P2066,07/11/2023,1,cancelled
O503708,C100936,P2185,07/14/2023,3,completed
O503709,C100202,P2201,01/12/2023,1,completed
O503710,C100073,P2194,12/05/2023,4,completed
O503711,C101495,P2289,12/31/2023,4,completed
O503712,C101116,P2018,01/28/2023,1,returned
O503713,C101001,P2277,01/28/2023,3,completed
O503714,C101310,P2246,08/08/2023,5,completed
O503715,C101160,P2135,09/26/2023,5,completed
O503716,C100195,P2069,02/14/2023,3,completed
O503717,C100712,P2213,12/29/2023,1,returned
O503718,C100808,P2066,06/24/2023,3,completed
O503719,C100757,P2178,03/17/2023,1,completed
O503720,C100449,P2003,06/27/2023,2,completed
O503721,C100325,P2060,02/28/2023,4,completed
O503722,C100074,P2042,02/25/2023,1,completed
O503723,C100100,P2236,11/23/2023,2,returned
O503724,C101263,P2030,01/20/2023,3,completed
O503725,C101103,P2107,08/22/2023,1,completed
O503726,C100368,P2018,01/03/2023,1,completed
O503727,C100736,P2194,10/16/2023,1,returned
O503728,C100787,P2053,11/16/2023,3,completed
O503729,C100558,P2182,04/03/2023,4,completed
O503730,C100327,P2061,06/21/2023,2,completed
O503731,C100254,P2048,12/09/2023,1,returned
O503732,C100985,P2060,12/25/2023,3,returned
O503733,C100492,P2240,07/09/2023,5,completed
O503734,C101486,P2247,08/26/2023,3,completed
O503735,C100140,P2096,08/24/2023,2,completed
O503736,C100888,P2227,09/23/2023,2,returned
O503737,C100629,P2197,01/11/2023,5,cancelled
O503738,C100179,P2025,12/12/2023,4,completed
O503739,C100265,P2096,06/03/2023,4,completed
O503740,C101227,P2140,02/11/2023,2,cancelled
O503741,C100546,P2162,06/24/2023,4,completed
O503742,C100725,P2270,10/25/2023,4,completed
O503743,C100938,P2083,11/17/2023,3,completed
O503744,C100508,P2216,11/14/2023,2,completed
O503745,C101436,P2016,01/15/2023,4,completed
O503746,C101077,P2257,11/17/2023,5,returned
O503747,C100262,P2077,08/04/2023,3,completed
O503748,C101105,P2092,10/22/2023,1,completed
O503749,C100711,P2009,04/25/2023,4,completed
O503750,C100644,P2063,07/03/2023,5,completed
O503751,C101284,P2143,07/30/2023,1,returned
O503752,C100716,P2027,09/11/2023,5,completed
O503753,C100581,P2236,02/21/2023,3,completed
O503754,C100118,P2222,01/09/2023,5,completed
O503755,C101241,P2033,10/16/2023,1,completed
O503756,C100993,P2111,11/11/2023,4,completed
O503757,C100047,P2122,10/25/2023,2,completed
O503758,C100115,P2208,05/31/2023,1,returned
O503759,C101106,P2190,08/01/2023,4,cancelled
O503760,C100949,P2093,06/05/2023,5,returned
O503761,C100686,P2149,04/14/2023,1,completed
O503762,C100082,P2153,05/26/2023,1,completed
O503763,C100847,P2047,11/11/2023,4,completed
O503764,C101085,P2010,08/31/2023,3,returned
O503765,C100934,P2011,08/15/2023,1,completed
O503766,C100371,P2104,10/13/2023,4,completed
O503767,C100240,P2083,01/12/2023,4,completed
O503768,C101139,P2177,07/16/2023,2,completed
O503769,C100747,P2046,07/01/2023,2,completed
O503770,C101357,P2142,11/10/2023,3,completed
O503771,C100298,P2252,12/10/2023,2,completed
O503772,C101051,P2075,03/05/2023,5,returned
O503773,C100096,P2049,04/22/2023,5,completed
O503774,C100018,P2035,11/21/2023,2,completed
O503775,C101078,P2196,01/08/2023,4,completed
O503776,C101007,P2013,09/23/2023,4,cancelled
O503777,C101028,P2012,12/02/2023,5,cancelled
O503778,C100969,P2029,06/24/2023,5,cancelled
O503779,C100032,P2266,09/02/2023,5,cancelled
O503780,C101166,P2059,09/23/2023,3,cancelled
O503781,C100846,P2174,01/23/2023,3,completed
O503782,C100583,P2294,12/30/2023,4,completed
O503783,C100781,P2188,08/24/2023,1,completed
O503784,C100011,P2173,07/19/2023,2,completed
O503785,C100399,P2238,11/25/2023,4,completed
O503786,C100272,P2006,04/26/2023,2,completed
O503787,C101028,P2253,07/24/2023,5,completed
O503788,C101460,P2280,05/09/2023,4,completed
O503789,C100688,P2139,11/19/2023,3,cancelled
O503790,C101046,P2208,11/04/2023,5,completed
O503791,C100201,P2155,06/06/2023,3,completed
O503792,C101026,P2197,05/03/2023,1,completed
O503793,C101425,P2054,03/23/2023,1,completed
O503794,C100070,P2106,09/28/2023,3,completed
O503795,C100183,P2269,01/20/2023,1,returned
O503796,C100218,P2274,07/26/2023,1,completed
O503797,C100154,P2164,08/25/2023,1,completed
O503798,C100266,P2007,01/05/2023,1,completed
O503799,C100610,P2180,05/05/2023,4,completed
O503800,C101006,P2146,01/03/2023,3,completed
O503801,C100723,P2222,08/14/2023,4,completed
O503802,C100754,P2119,04/26/2023,1,completed
O503803,C101056,P2141,07/09/2023,2,completed
O503804,C100876,P2207,03/05/2023,3,completed
O503805,C101158,P2192,03/15/2023,5,returned
O503806,C100999,P2293,06/28/2023,1,completed
O503807,C100463,P2209,04/15/2023,2,completed
O503808,C100108,P2286,12/31/2023,1,completed
O503809,C101166,P2162,04/01/2023,3,completed
O503810,C100242,P2148,09/17/2023,3,completed
O503811,C100721,P2171,12/23/2023,4,completed
O503812,C100967,P2039,02/19/2023,2,completed
O503813,C101190,P2078,06/11/2023,2,completed
O503814,C100222,P2231,02/20/2023,3,completed
O503815,C101057,P2009,11/05/2023,1,completed
O503816,C100056,P2065,02/23/2023,5,completed
O503817,C101473,P2138,04/09/2023,3,completed
O503818,C101326,P2198,10/22/2023,4,completed
O503819,C101307,P2061,08/26/2023,1,completed
O503820,C100488,P2217,07/24/2023,2,completed
O503821,C101462,P2001,06/10/2023,4,completed
O503822,C101121,P2124,05/30/2023,4,completed
O503823,C100241,P2169,10/10/2023,1,completed
O503824,C101084,P2131,10/06/2023,3,cancelled
O503825,C100201,P2158,12/16/2023,5,completed
O503826,C100407,P2294,08/12/2023,2,returned
O503827,C100199,P2236,03/11/2023,3,completed
O503828,C100874,P2214,11/04/2023,2,completed
O503829,C100186,P2006,05/27/2023,1,completed
O503830,C101130,P2096,09/14/2023,2,cancelled
O503831,C101278,P2209,11/07/2023,4,completed
O503832,C100966,P2277,10/06/2023,5,completed
O503833,C100791,P2075,02/13/2023,4,returned
O503834,C100001,P2164,12/11/2023,5,completed
O503835,C101328,P2192,07/10/2023,4,completed
O503836,C100560,P2071,04/16/2023,1,completed
O503837,C100386,P2103,10/14/2023,3,cancelled
O503838,C101371,P2088,01/18/2023,5,completed
O503839,C100491,P2129,06/06/2023,3,completed
O503840,C101034,P2101,09/22/2023,3,returned
O503841,C100680,P2189,09/17/2023,2,completed
O503842,C101211,P2077,05/28/2023,1,completed
O503843,C100193,P2165,09/11/2023,1,completed
O503844,C101290,P2201,12/28/2023,2,completed
O503845,C100976,P2265,12/03/2023,2,completed
O503846,C101062,P2111,07/22/2023,5,returned
O503847,C101358,P2096,11/04/2023,2,returned
O503848,C101423,P2293,04/11/2023,2,completed
O503849,C100409,P2297,09/08/2023,4,completed
O503850,C101128,P2177,05/07/2023,5,returned
O503851,C100058,P2287,11/21/2023,3,completed
O503852,C100133,P2169,05/31/2023,3,completed
O503853,C100112,P2255,11/12/2023,5,completed
O503854,C101287,P2148,09/11/2023,3,completed
O503855,C100678,P2046,01/27/2023,2,completed
O503856,C100780,P2005,08/30/2023,3,completed
O503857,C100853,P2062,03/18/2023,1,completed
O503858,C101048,P2131,11/02/2023,1,completed
O503859,C101044,P2219,02/24/2023,4,returned
O503860,C100391,P2266,02/19/2023,3,completed
O503861,C100584,P2207,10/27/2023,3,completed
O503862,C101213,P2229,07/09/2023,3,completed
O503863,C101323,P2003,01/15/2023,4,cancelled
O503864,C100326,P2084,07/05/2023,2,completed
O503865,C101359,P2093,02/16/2023,3,completed
O503866,C100412,P2264,06/29/2023,2,completed
O503867,C100798,P2064,12/09/2023,5,completed
O503868,C100705,P2130,08/29/2023,1,completed
O503869,C100872,P2209,04/09/2023,2,completed
O503870,C101426,P2096,01/22/2023,1,completed
O503871,C100928,P2141,09/22/2023,4,cancelled
O503872,C100405,P9999,12/12/2023,4,completed
O503873,C101172,P2031,08/27/2023,2,completed
O503874,C100581,P2016,04/13/2023,3,cancelled
O503875,C100238,P2192,03/22/2023,2,completed
O503876,C101105,P2064,02/16/2023,1,completed
O503877,C100042,P2061,07/22/2023,3,completed
O503878,C101386,P2097,12/10/2023,5,completed
O503879,C101356,P2225,07/18/2023,3,completed
O503880,C101275,P2103,09/20/2023,1,completed
O503881,C100710,P2218,11/29/2023,1,completed
O503882,C100060,P2177,09/03/2023,4,completed
O503883,C101374,P2240,12/06/2023,4,completed
O503884,C100226,P2001,12/19/2023,2,cancelled
O503885,C100425,P2049,04/24/2023,4,completed
O503886,C100391,P2016,05/17/2023,5,completed
O503887,C100774,P2138,12/03/2023,5,completed
O503888,C100432,P2213,10/31/2023,3,completed
O503889,C101392,P2247,07/21/2023,4,completed
O503890,C100896,P2161,11/18/2023,3,completed
O503891,C101499,P2154,04/04/2023,2,completed
O503892,C100449,P2030,11/12/2023,3,completed
O503893,C101402,P2160,06/03/2023,4,completed
O503894,C101492,P2215,04/06/2023,3,completed
O503895,C100000,P2126,03/05/2023,3,completed
O503896,C101221,P2210,06/08/2023,4,completed
O503897,C101446,P2128,04/02/2023,5,completed
O503898,C100046,P2260,04/30/2023,2,completed
O503899,C101443,P2062,08/09/2023,4,completed
O503900,C101237,P2156,04/05/2023,1,completed
O503901,C100666,P2200,05/10/2023,3,completed
O503902,C100140,P2251,06/04/2023,1,completed
O503903,C101410,P2103,09/14/2023,5,completed
O503904,C100385,P2096,09/19/2023,4,returned
O503905,C100333,P2135,07/24/2023,3,completed
O503906,C100961,P2107,07/11/2023,1,completed
O503907,C100061,P2251,05/03/2023,1,completed
O503908,C101467,P2065,08/15/2023,2,returned
O503909,C100619,P2010,04/04/2023,4,completed
O503910,C100370,P2172,10/05/2023,3,completed
O503911,C101308,P2177,10/27/2023,2,completed
O503912,C100290,P2115,11/03/2023,3,completed
O503913,C100510,P2022,02/15/2023,5,completed
O503914,C100855,P2077,04/02/2023,5,completed
O503915,C100327,P2256,08/06/2023,1,completed
O503916,C101005,P2181,12/29/2023,5,completed
O503917,C101346,P2102,08/15/2023,2,cancelled
O503918,C101337,P2096,06/15/2023,1,completed
O503919,C101371,P2138,06/01/2023,1,completed
O503920,C100546,P2159,07/29/2023,1,completed
O503921,C100850,P2282,09/20/2023,1,completed
O503922,C100108,P2081,03/08/2023,4,returned
O503923,C100326,P2023,08/16/2023,4,completed
O503924,C100349,P2231,04/21/2023,1,completed
O503925,C101253,P2156,01/06/2023,2,completed
O503926,C101311,P2082,05/23/2023,3,completed
O503927,C100483,P2273,07/03/2023,1,completed
O503928,C101473,P2117,07/14/2023,3,returned
O503929,C100075,P2119,05/21/2023,3,completed
O503930,C100671,P2128,04/17/2023,3,completed
O503931,C100970,P2276,07/03/2023,3,completed
O503932,C101234,P2139,02/09/2023,1,completed
O503933,C100348,P2144,04/26/2023,2,completed
O503934,C100128,P2125,06/01/2023,3,cancelled
O503935,C100539,P2052,07/16/2023,1,completed
O503936,C100805,P2044,01/27/2023,2,completed
O503937,C100208,P2298,06/28/2023,1,completed
O503938,C100147,P2175,02/28/2023,2,completed
O503939,C100401,P2210,12/29/2023,2,completed
O503940,C100558,P2273,03/06/2023,4,completed
O503941,C100920,P2255,11/26/2023,2,completed
O503942,C100913,P2085,04/20/2023,2,completed
O503943,C101169,P2273,10/30/2023,4,completed
O503944,C101126,P2052,11/05/2023,2,completed
O503945,C101043,P2222,07/19/2023,3,returned
O503946,C100556,P2018,06/03/2023,2,completed
O503947,C101039,P2112,10/08/2023,5,completed
O503948,C100781,P2058,02/02/2023,5,completed
O503949,C100777,P2090,12/17/2023,3,completed
O503950,C100424,P2172,08/23/2023,1,completed
O503951,C100200,P2016,02/06/2023,1,completed
O503952,C101380,P2231,05/01/2023,5,completed
O503953,C100105,P2061,07/26/2023,1,completed
O503954,C101450,P2116,07/17/2023,4,completed
O503955,C100134,P2153,01/19/2023,5,completed
O503956,C100314,P2266,11/14/2023,2,completed
O503957,C100440,P2118,04/19/2023,2,completed
O503958,C101267,P2252,12/21/2023,5,cancelled
O503959,C100941,P2125,08/09/2023,5,completed
O503960,C101116,P2231,08/15/2023,1,completed
O503961,C100678,P2167,08/25/2023,1,completed
O503962,C100524,P2214,12/22/2023,1,cancelled
O503963,C100644,P2062,01/25/2023,1,completed
O503964,C100105,P2024,08/26/2023,4,completed
O503965,C100243,P2239,02/04/2023,1,completed
O503966,C100327,P2161,05/21/2023,5,completed
O503967,C101067,P2056,02/07/2023,2,cancelled
O503968,C100022,P2124,11/17/2023,5,completed
O503969,C100616,P2051,09/17/2023,5,cancelled
O503970,C101379,P2203,11/19/2023,1,completed
O503971,C101070,P2148,11/15/2023,1,completed
O503972,C101014,P2187,07/15/2023,2,completed
O503973,C101483,P2063,12/26/2023,2,completed
O503974,C100880,P2061,08/08/2023,2,completed
O503975,C100012,P2191,02/21/2023,5,completed
O503976,C101013,P2167,03/03/2023,3,completed
O503977,C100435,P2197,05/11/2023,4,completed
O503978,C100184,P2129,11/02/2023,3,completed
O503979,C101404,P2261,06/17/2023,1,completed
O503980,C100159,P2191,03/02/2023,3,cancelled
O503981,C100477,P2249,11/03/2023,2,completed
O503982,C100102,P2281,05/03/2023,1,completed
O503983,C101207,P2149,03/08/2023,2,completed
O503984,C101245,P2270,02/08/2023,3,completed
O503985,C101482,P2279,07/08/2023,1,completed
O503986,C100445,P2284,03/27/2023,3,completed
O503987,C100558,P2203,09/10/2023,1,completed
O503988,C100124,P2237,11/26/2023,1,completed
O503989,C100217,P2082,11/28/2023,3,completed
O503990,C100537,P2030,09/19/2023,1,completed
O503991,C101352,P2097,10/22/2023,4,completed
O503992,C100881,P2003,01/12/2023,2,completed
O503993,C101026,P2026,05/04/2023,4,completed
O503994,C100263,P2021,06/03/2023,5,completed
O503995,C101017,P2090,04/18/2023,2,completed
O503996,C101031,P2124,09/03/2023,3,completed
O503997,C100832,P2012,05/29/2023,1,completed
O503998,C101472,P2279,04/21/2023,1,completed
O503999,C101444,P2024,05/17/2023,5,completed
O504000,C100312,P2292,11/06/2023,4,completed
O504001,C100677,P2218,02/21/2023,1,completed
O504002,C100746,P2214,10/01/2023,4,completed
O504003,C100208,P2067,07/01/2023,1,completed
O504004,C100180,P2009,05/07/2023,5,completed
O504005,C101326,P2070,01/06/2023,4,completed
O504006,C100554,P2032,01/12/2023,3,completed
O504007,C100595,P2215,02/27/2023,1,completed
O504008,C101485,P2178,03/24/2023,4,completed
O504009,C100450,P2237,10/11/2023,4,completed
O504010,C100204,P2240,01/18/2023,2,completed
O504011,C100653,P2077,12/08/2023,5,completed
O504012,C100029,P2169,08/11/2023,2,completed
O504013,C100715,P2172,01/24/2023,1,completed
O504014,C100409,P2261,10/30/2023,5,completed
O504015,C100521,P2105,09/07/2023,2,completed
O504016,C101409,P2092,09/14/2023,2,completed
O504017,C100673,P2266,12/14/2023,5,completed
O504018,C101328,P2158,01/29/2023,4,completed
O504019,C101423,P2258,01/17/2023,4,completed
O504020,C100415,P2101,08/01/2023,5,completed
O504021,C100515,P2190,12/15/2023,5,cancelled
O504022,C101268,P2086,09/13/2023,4,completed
O504023,C100889,P2118,06/27/2023,2,returned
O504024,C101353,P2171,05/21/2023,3,completed
O504025,C101268,P2066,06/11/2023,3,completed
O504026,C101088,P2082,11/09/2023,1,completed
O504027,C100537,P2098,06/15/2023,4,cancelled
O504028,C101093,P2085,12/10/2023,1,completed
O504029,C100223,P2191,01/03/2023,2,completed
O504030,C100955,P2104,06/27/2023,5,returned
O504031,C100664,P2207,11/04/2023,3,completed
O504032,C101479,P2003,08/01/2023,1,completed
O504033,C100015,P2251,11/04/2023,5,completed
O504034,C100367,P2280,04/04/2023,3,completed
O504035,C100981,P2269,11/19/2023,3,completed
O504036,C100782,P2275,11/22/2023,4,completed
O504037,C101499,P2258,12/02/2023,4,completed
O504038,C101308,P2256,11/20/2023,4,completed
O504039,C101354,P2050,12/16/2023,4,completed
O504040,C100229,P2177,11/16/2023,1,completed
O504041,C100166,P2174,05/05/2023,2,completed
O504042,C100463,P2246,03/08/2023,4,completed
O504043,C100259,P2080,08/28/2023,2,completed
O504044,C101334,P2005,05/10/2023,1,completed
O504045,C101443,P2138,04/09/2023,4,completed
O504046,C100693,P2038,11/09/2023,5,completed
O504047,C101254,P2162,06/10/2023,2,completed
O504048,C100167,P2226,04/18/2023,5,completed
O504049,C100392,P2155,04/01/2023,5,completed
O504050,C100651,P2124,04/18/2023,1,completed
O504051,C100400,P2029,12/20/2023,2,completed
